window,lhz,lead,zone_code,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline
default,crop_farming,1,ET0605,9,0.4383349120616913,0.44182858475570375,0.0,0.0,0.0,1.0
default,crop_farming,1,ET0701,9,0.40390074253082275,0.4871101985089301,-3.008718967437744,0.13091859221458435,0.19936134807340697,0.3285199999809265
default,crop_farming,1,ET0702,9,0.470580518245697,0.6647771468011923,-2.963421583175659,0.4651331901550293,0.5759476564849961,-1.9749808311462402
default,crop_farming,1,ET0703,9,1.2005916833877563,1.32090226945176,-8.723320007324219,0.5790632367134094,0.7271818167182004,-1.9468581676483154
default,crop_farming,1,ET0705,9,0.852106511592865,0.9522880882163124,-4.864222049713135,0.5367287993431091,0.6196795984669534,-1.4831793308258057
default,crop_farming,1,ET0706,9,0.6919828653335571,0.8002302181274098,-4.5090012550354,0.4236285388469696,0.5479174351656593,-1.582695484161377
default,crop_farming,1,ET0710,9,0.6478951573371887,0.9211298630537255,-2.0645911693573,0.6428766846656799,0.7990973282475419,-1.3063762187957764
default,crop_farming,1,ET0713,9,1.6539247035980225,1.7540316462559917,-13.481573104858398,0.39761611819267273,0.585889025908302,-0.6157405376434326
default,crop_farming,1,ET0714,9,1.3757325410842896,1.525689988305104,-38.802433013916016,0.18749703466892242,0.25197236039419524,-0.0856325626373291
default,crop_farming,1,ET0715,9,0.6887528896331787,0.7359299126819108,-4.529460906982422,0.44592511653900146,0.5361665530957137,-1.9350085258483887
default,crop_farming,1,ET0716,9,0.6424534320831299,0.7000111825935331,-4.321436405181885,0.21967953443527222,0.4561112428024284,-1.259230136871338
default,crop_farming,1,ET0720,9,0.6106210350990295,0.7651617244488007,-4.413123607635498,0.46356555819511414,0.5194104276433671,-1.4943811893463135
default,crop_farming,1,ET0721,9,1.4811400175094604,1.709451177876709,-12.539108276367188,0.5507039427757263,0.7362065708194645,-1.51116943359375
default,crop_farming,1,ET0722,9,1.6526336669921875,1.7692775923456006,-12.587653160095215,0.7540591359138489,0.8550555829614006,-2.1735198497772217
default,crop_farming,1,ET0723,9,1.6157042980194092,1.6814546737029241,-10.5638427734375,0.6622588634490967,0.8064877270487816,-1.6602802276611328
default,crop_farming,1,ET0724,9,0.4431053698062897,0.44993734519607165,-879.2312622070312,0.01825123280286789,0.024564175451489253,-1.6235966682434082
default,crop_farming,1,ET1101,9,0.42259299755096436,0.4309538128194779,0.0,0.0,0.0,1.0
default,crop_farming,1,ET1102,9,0.4044857323169708,0.4210881914044395,-5047074.5,5.009439337300137e-05,0.00015028318032036584,0.35714292526245117
default,crop_farming,1,ET1103,9,0.40579986572265625,0.42069012649276166,-156867.609375,0.0005677540902979672,0.0012043883430473078,-0.28571438789367676
default,crop_farming,1,ET1104,9,1.1321250200271606,1.314824543550304,-5.0448503494262695,0.5954776406288147,0.7282431248799651,-0.854397177696228
default,crop_farming,1,ET1105,9,0.44153091311454773,0.466274336110731,-50.706031799316406,0.0179299246519804,0.052077364082797714,0.35500526428222656
